address,longitude,latitude
"Poland, 05-822, Milanówek, Królewska, 27",20.689051341584026,52.12506535
"Poland, 05-090, Raszyn, Unii Europejskiej, 15",20.9235528,52.1537019
"Poland, 96-321, Siestrzeń, Objazdowa, 26",20.7091939,52.05042
"Poland, , Gołków, ul. Zielona, 31",,
"Poland, 05-090, Wypędy, Sokołowska, 18",20.8873315,52.1434017
"Poland, 05-825, Kozerki, Gen. Orlicz-Dreszera, 19",20.59622,52.09534
"Poland, 05-555, Tarczyn, Rynek, 14",20.8334521,51.9805937
"Poland, 05-850 , Ołtarzew, Poznańska, 14",20.7748259,52.2110062
"Poland, 05-505, Błonie, Lesznowska, 10",20.61625789608392,52.20081945
"Poland, 96-300, Żyrardów, Stanisława Moniuszki, 33",20.44933175953053,52.05628265
"Poland, 05-090, Raszyn, Słowikowskiego, 21",20.9257239,52.1593004
"Poland, 05-552, Łazy, ALEJA KRAKOWSKA, 22",20.8749431,52.0734514
"Poland, 05-500 , Piaseczno, Saperów, 9",21.2175029,51.9777107
"Poland, 02-219, Warszawa, Janowskiego, 20",21.02092803426261,52.153378599999996
"Poland, 05-831, Młochów, Mazowiecka, 6",20.7819002,52.0484871
"Poland, 05-825, Grodzisk Mazowiecki, Sienkiewicza, 33",20.6270847,52.102513
"Poland, 02-945, Warszawa, Posag 7 Panien, 18",20.8789813,52.2042119
"Poland, 02-486, Warszawa, Al. Jerozolimskie, 22",20.9513366,52.2120295
"Poland, 96-300, Żyrardów, Mickiewicza, 22",20.4484249,52.0464838
"Poland, 05-500 , Piaseczno, Jana Pawła II, 9",21.024149058513757,52.07500785
"Poland, 05-830, Kajetany, Klonowa, 9",20.816243079411763,52.0870095
"Poland, 05-830, Stara Wieś, Grodziska, 13",20.7910397,52.0823906
"Poland, 02-829, Warszawa, Taneczna, 28",21.0153699,52.1488431
"Poland, 02-384, Warszawa, Włodarzewska, 27",20.9587679,52.201748
"Poland, 96-321, Siestrzeń, Żelechowska, 14",20.7207415,52.0488052
"Poland, 05-816, Reguły, Aleja Powstańców Warszawy, 7",20.859324,52.1701047
"Poland, 02-676, Warszawa, Domaniewska, 9",21.01873205453822,52.18283925
"Poland, 05-806, Pęcice, Parkowa, 25",20.848879326755796,52.15285335
"Poland, 05-500 , Piaseczno, Rejtana, 12",21.030163192557076,52.0649133
"Poland, 02-219, Warszawa, Al. Krakowska, 22",20.933561742652934,52.16563265
"Poland, 96-325, Radziejowice, Mszczonowska, 28",20.5519395,51.997275
"Poland, 02-149, Warszawa, Hynka, 32",20.972101,52.1856577
"Poland, 96-321, Słubica A, Zarzeczna, 19",20.6326225,52.012669
"Poland, 05-825, Janinów, Norweska, 17",20.6104806,52.078606
"Poland, 02-255, Warszawa, Krakowiaków, 9",20.950927490205522,52.1856021
"Poland, 05-830, Nadarzyn, Pl. Poniatowskiego, 26",20.806133907335912,52.092827
"Poland, 05-825, Grodzisk Mazowiecki, Nadarzyńska, 26",20.64865712276089,52.0986898
"Poland, 96-314, Baranów, Południowa, 14",20.4472253,52.1660957
"Poland, 05-500 , Piaseczno, Kościuszki, 17",21.02733,52.072
"Poland, 02-497, Warszawa, AL.Jerozolimskie, 8",21.0234144,52.2326265
"Poland, 00-791, Warszawa, Słoneczna, 16",21.025776379014538,52.20784115
"Poland, 05-825, Grodzisk Mazowiecki, Składowa, 33",20.6233865,52.1090322
"Poland, 05-830, Urzut, Al. Katowicka, 14",20.7610373,52.0711725
"Poland, 02-634, Warszawa, Racławicka, 18",20.9934527,52.1967166
"Poland, 96-320, Grabce-Towarzystwo, Żukowska, 34",20.4610693,51.9841099
"Poland, 05-500, Piaseczno, Puławska, 15",21.15658923052165,52.0081921
"Poland, 05-870, Błonie, Sochaczewska, 31",20.61070435791246,52.198316000000005
"Poland, 05-090, Raszyn, Sportowa, 29",20.929984527435757,52.150635199999996
"Poland, 05-500 , Piaseczno, Staszica, 26",21.034543292496608,52.0668299
"Poland, 05-500 , Piaseczno, Julianowska, 21",21.098458073773987,51.9541057
"Poland, 05-090, Jaworowa, Warszawska, 8",20.943249576783007,52.14667835
"Poland, 05-555, Tarczyn, Niecała, 23",20.8335483,51.9788651
"Poland, 05-500 , Piaseczno, Geodetów, 26",21.02242,52.09921
"Poland, 05-827, Grodzisk Mazowiecki, Bairda, 17",20.6434776,52.1120068
"Poland, 05-831, Rozalin, Kostowiec, 28",,
"Poland, 96-325, Radziejowice Parcel, Boczna, 15",20.5448064,51.9919568
"Poland, 05-870, Błonie, Kopytów, 20",20.66723923604371,52.20738
"Poland, , Kajetany, Miedziana, 12",20.809732553264247,52.085542
"Poland, 05-831, Parole, Szeroka, 23",20.8135169,52.0404669
"Poland, 96-300, Żyrardów, Stefana Żeromskiego, 25",20.4209186,52.0578734
"Poland, , Rybie, Spokojna, 26",20.937563093730436,52.1554759
"Poland, 05-825, Grodzisk Mazowiecki, Traugutta, 32",20.6214451,52.1108127
"Poland, 02-246, Warszawa, Geologiczna, 31",20.9558361,52.1897321
"Poland, 05-830, Rusiec, Al.Katowicka, 32",20.7886378,52.0798993
"Poland, 05-800, Pruszków, Topolowa, 5",20.813685662671233,52.1714367
"Poland, 05-500, Nowa Wola, Orna, 15",20.967484382792392,52.0907675
"Poland, 05-500 , Piaseczno, Aleja Lipowa, 20",21.001269661836734,52.0548979
"Poland, 05-825, Grodzisk Mazowiecki, M. Langiewicza, 32",,
"Poland, 05-090, Janki, Wspólna, 21",20.899091129719856,52.1380291
"Poland, 00-847, Warszawa, Towarowa, 24",,
"Poland, 05-500 , Piaseczno, Okulickiego, 33",21.0237854,52.081132
"Poland, 05-825, Janinów, Radziejowicka, 23",20.6073932,52.0566034
"Poland, 05-825, Książenice, Młodości, 33",20.6955753,52.072549
"Poland, 05-825, Odrano-Wola, Osowiecka, 32",20.6376275,52.0676789
"Poland, 05-825, Grodzisk Mazowiecki, Chrzanowska, 22",20.625444030271485,52.118153050000004
"Poland, 96-321, Przeszkoda, Inwestycyjna, 32",20.703118,52.0434111
"Poland, 05-825, Grodzisk Mazowiecki, Graniczna, 11",20.725480599999997,52.05026455
"Poland, 05-500, Siedliska, Mostowa, 16",21.041736961427134,52.060818100000006
"Poland, 96-321, Huta Żabiowolska, Przy Trasie, 12",20.6774138,52.0307696
"Poland, 05-825, Grodzisk Mazowiecki, Henryka Sienkiewicza, 21",20.6303165,52.1028147
"Poland, 05-090, Dawidy Bankowe, Starzyńskiego, 30",20.979425821793196,52.12746655
"Poland, 05-500, Chylice, Sielska, 15",21.0566165,52.0718383
"Poland, 96-320, Badowo-Mściska, Grójecka, 14",20.5607828,51.9570978
"Poland, 05-500 , Piaseczno, Orężna, 25",20.989906803233403,52.069236000000004
"Poland, 05-520, Konstancin-Jeziorna, Źródlana, 10",21.115762103667166,52.0842647
"Poland, 05-850, Jawczyce, Sadowa, 16",20.847365613201266,52.211105149999995
"Poland, 02-495, Warszawa, Dyrekcyjna / Silnikowa, 9",,
"Poland, 05-506, Władysławów, Żwirowa, 26",20.9510465,52.0684272
"Poland, 05-850, Bronisze, Piastowska, 23",20.8399426,52.2115283
"Poland, 96-300, Żyrardów, Skrowaczewskiego, 20",20.4387733,52.0674389
"Poland, 05-870, Radonice, Radonice, 8",20.610932172184267,52.168977549999994
"Poland, 05-831, Parole, Olesińska, 8",20.8094936,52.0471114
"Poland, 05-825, Grodzisk Mazowiecki, 1 Maja, 30",,
"Poland, 05-800, Brwinów, Kościelna, 28",20.7158263,52.1463048
"Poland, 02-239, Warszawa, Leonidasa, 15",20.9418703,52.1838007
"Poland, 05-090, Raszyn, Al.Krakowska, 5",20.916976918182023,52.151613850000004
"Poland, 05-555, Wola Przypkowska, Piękna, 12",20.83877331915174,52.00935415
"Poland, 05-870, Błonie, Pass, 20",20.593025971600348,52.20985
"Poland, , Warszawa, Maryli, 31",21.0214419,52.1268252
"Poland, 96-300, Wręcza, Nowy Świat, 26",20.4637853,51.9972366
"Poland, 05-540, Zalesie Górne, Pionierów, 25",21.033251499622644,52.0273355
"Poland, 02-971, Warszawa, Przekorna, 20",21.0933539,52.1209289
"Poland, 05-840, Brwinów, Lilpopa, 24",20.7205734,52.1336292
"Poland, 96-300, Słabomierz, Żyrardowska, 24",20.4826719,52.0106549
"Poland, 05-830, Szamoty, Orłów, 29",20.8423936,52.0633079
"Poland, 05-825, Grodzisk Mazowiecki, Daleka, 21",20.617252912068466,52.09943835
"Poland, 05-552, Mroków, Szkolna, 16",20.841002852666662,52.0392435
"Poland, 05-820, Piastów, Popiełuszki, 17",20.8442724,52.1767328
"Poland, 02-777, Warszawa, Al. Ken, 12",21.0484418,52.1478634
"Poland, 05-500 , Piaseczno, Redutowa, 7",21.004924691666666,52.0565553
"Poland, 05-825, Grodzisk Mazowiecki, Limanowskiego, 8",20.621597,52.1076792
"Poland, 96-313, Jaktorów, Chełmońskiego, 6",20.553144054781374,52.0849411
"Poland, 05-552, Walendów, Nad Utratą, 32",20.8457011,52.0917312
"Poland, 00-854, Warszawa, Aleja Jana Pawła II, 34",20.9957437,52.2402348
"Poland, 96-321, Żabia Wola, Główna, 27",20.69192,52.02508
"Poland, 05-840, Domaniewek, Starego Browarnika, 21",20.7416027,52.1917048
"Poland, 05-800, Pruszków, Szpitalna, 9",20.817787616786816,52.16791325
"Poland, 05-825, Grodzisk Mazowiecki, Spółdzielcza, 16",20.6239147,52.1052811
"Poland, 05-816, Michałowice, Lotnicza, 20",20.875970136517857,52.17858475
"Poland, 05-816, Reguły, Kuchy, 23",20.8644635,52.1684024
"Poland, 96-300, Żyrardów, Okrzei, 23",20.443710951678085,52.05465985
"Poland, 96-325, Kuklówka Zarzeczna, Józefa Chełmońskiego, 19",20.6018082,52.0429058
"Poland, 03-301, Warszawa, Jagiellońska, 33",21.0203662,52.2667859
"Poland, 05-800, Pruszków, 3-go maja, 24",,
"Poland, 05-816, Michałowice, Ogrodowa, 28",20.876088,52.177362
"Poland, 05-819, Piastów, Noakowskiego, 23",20.8538012,52.1891325
"Poland, 05-825, Grodzisk Mazowiecki, Bartniaka, 14",20.6292469,52.1068194
"Poland, 96-320 , Mszczonów, Pogorzałki, 20",20.5536111,51.9766667
"Poland, 05-830, Walendów, Pąsowej Róży, 32",20.841684,52.0946828
"Poland, 05-850, Ożarów Mazowiecki, Kamińskiego, 17",20.8051547,52.2076093
"Poland, 05-504, Henryków-Urocze, Mokra, 32",20.9261688,52.0006092
"Poland, 05-552, Wólka Kosowska, Gruszkowa, 19",20.8446272,52.0559975
"Poland, 05-500 , Piaseczno, Energetyczna, 13",21.0345027,52.0918584
"Poland, 05-840, Koszajec, Św. Józefa, 11",20.7485551,52.1686989
"Poland, 96-316 , Międzyborów, Międzyborów, 32",,
"Poland, 05-500 , Piaseczno, Pod Bateriami, 18",21.00345923006566,52.053349499999996
"Poland, 02-972, Warszawa, Aleja Rzeczypospolitej, 33",21.0676831,52.1682041
"Poland, 05-825, Kozery, Ukośna, 12",20.58101,52.10222
"Poland, 05-830, Nadarzyn, Pruszkowska, 15",20.806780000000003,52.096149499999996
"Poland, 02-231, Warszawa, Jutrzenki, 7",20.918780334677418,52.17775475
"Poland, 05-506, Wilcza Góra, Gwiaździsta, 6",20.949111168162215,52.0700288
"Poland, 05-500 , Piaseczno, Czajewicza, 30",21.02568486524759,52.06796175
"Poland, 05-825, Grodzisk Mazowiecki, 11-go Listopada, 9",,
"Poland, 96-300, Żyrardów, Jałowcowa, 25",20.4705212,52.0533396
"Poland, 02-495, Warszawa, Mariana Keniga, 23",20.8690598,52.1919577
"Poland, 05-506, Konstancin-Jeziorna, Przyrzecze, 7",21.097959,52.0840836
"Poland, 05-825, Grodzisk Mazowiecki, Plantowa, 23",20.6495195,52.1195936
"Poland, 05-825, Grodzisk Mazowiecki, Langiewicza, 29",20.6191023,52.1112888
"Poland, 05-830, Nadarzyn, Pl.Poniatowskiego, 15",20.807152100000003,52.09212575
"Poland, 05-816, Michałowice, Jesionowa, 26",20.881567647228636,52.177276199999994
"Poland, 05-506, Janczewice, Jedności, 24",20.9305685,52.1167099
"Poland, 05-825, Kozerki, Merkurego, 20",20.5799367,52.0942257
"Poland, 05-830, Wolica, Św. Piotra I Pawła, 7",20.8635274,52.1207723
"Poland, 05-552, Jabłonowo, Nadrzeczna, 5",20.863361728561827,52.05725495
"Poland, 05-806, Sokołów, Sąsiedzka, 24",20.8659807,52.1313969
"Poland, 05-500, Nowa Iwiczna, Niezapominajki, 32",21.000880226289993,52.09210605
"Poland, , Wólka Kosowska, Wesoła, 25",20.8455911,52.0606077
"Poland, 05-870, Błonie, Os.Pass, 27",,
"Poland, 05-850, Duchnice, Ożarowska, 27",20.79739,52.19306
"Poland, 01-702, Warszawa, Płaskowickiej, 15",20.930508163573982,52.244799650000004
"Poland, 05-840, Biskupice, Biskupicka, 33",20.7015464,52.1620068
"Poland, 05-800, Piastów, Kasprowicza, 26",20.849133654761904,52.17748685
"Poland, 05-500 , Piaseczno, Orzechowa, 20",20.9253695,52.0548807
"Poland, 05-800, Pruszków, Andrzeja, 14",20.819661685431864,52.1617355
"Poland, , Pilaszków, Nowowiejska, 11",20.692502,52.2324602
"Poland, 05-807, Podkowa Leśna, Jodłowa, 21",20.7265715,52.1187951
"Poland, 05-806 , Komorów, Jana Zamoyskiego, 29",,
"Poland, 02-496, Warszawa, Orłów Piastowskich, 23",20.8680303,52.201188
"Poland, 02-134, Warszawa, 1 Sierpnia, 18",20.9721364,52.1935055
"Poland, 96-300, Żyrardów, Lniarska, 5",20.4385317,52.0550048
"Poland, 05-825, Urszulin, Urszulin, 30",21.59407,50.44643
"Poland, 05-830, Nadarzyn, Żółwińska, 32",20.8009172,52.0944504
"Poland, 05-503, Głosków, Radnych, 20",20.961683507492086,52.03249275
"Poland, 01-267, Warszawa, Jana Kazimierza, 18",20.94604034519868,52.22532365
"Poland, 05-825, Urszulin, Legionistów, 33",20.7214623,52.0722377
"Poland, 01-755, Warszawa, Krasińskiego, 13",20.9654749,52.2606718
"Poland, 05-505, Błonie, Bieniewicka, 14",20.60493975545057,52.19066195
"Poland, 05-830, Wolica, Sękocińska, 24",20.869379344235803,52.116256
"Poland, 02-826, Warszawa, Poloneza, 27",21.0069467,52.1483082
"Poland, 05-500 , Piaseczno, Wołodyjowskiego, 34",20.99114,52.05605
"Poland, 05-860, Święcice, Zaborowska, 20",20.6915033,52.2129701
"Poland, 05-500, Mysiadło, Słowicza, 31",21.0239389,52.0997963
"Poland, 05-806 , Komorów, Jana Matejki, 11",20.8110689,52.1456801
"Poland, 01-476, Warszawa, Sylwestra Kaliskiego, 33",20.8966827295504,52.2584486
"Poland, 05-825, Książenice, Marylskiego, 16",20.6957012,52.0709122
"Poland, 03-226, Warszawa- Targówek, Toruńska, 29",21.0379308,52.3011422
"Poland, 05-830, Kajetany, Brzozowa, 18",20.821151497175137,52.091807
"Poland, 96-300, Żyrardów, Jana Kilińskiego, 15",20.441905637015925,52.062267500000004
"Poland, 05-825, Grodzisk Mazowiecki, Rzemieślnicza, 22",20.641467957201666,52.10737975000001
"Poland, 05-540, Zalesie Górne, Wczasowa, 28",21.0477707,52.0308991
"Poland, , Piaseczno, Młynarska, 24",21.031220657502722,52.0775449
"Poland, 05-825, Grodzisk Mazowiecki, H. Sienkiewicza, 14",,
"Poland, 05-816, Michałowice Wieś, Pałacowa, 21",20.8879205,52.1548928
"Poland, 02-952, Warszawa, Wiertnicza, 8",21.0814684,52.1716762
"Poland, 96-313, Chylice-Kolonia, 3 Maja, 24",20.550317668613864,52.09214935
"Poland, 05-850, Ożarów Mazowiecki, Floriana, 6",20.80233,52.2157225
"Poland, 05-825, Książenice, Al. Sadowa, 15",,
"Poland, 05-090, Raszyn, Krótka, 30",20.9202612,52.1548356
"Poland, 05-506, Kolonia Lesznowola, Postępu, 21",20.9677983,52.0812425
"Poland, 05-552, Łazy, Łączności, 33",20.87889866466303,52.0811406
"Poland, 02-868, Warszawa, Sarabandy, 24",21.013566950600378,52.1135242
"Poland, 05-825, Grodzisk Mazowiecki, Gen. Orlicz Dreszera, 33",20.58528,52.09284
"Poland, 96-314, Baranów, Północna, 24",22.1392174,51.5590516
"Poland, 96-320 , Mszczonów, Keramzytowa, 20",20.5154707,51.9851016
"Poland, 05-825, Książenice, al. Jarzębinowa, 13",,
"Poland, 05-825, Grodzisk Mazowiecki, Okrężna, 34",20.662858672095673,52.0975922
"Poland, 05-825, Grodzisk Mazowiecki, J. Kilińskiego, 24",,
"Poland, 05-503, Wola Gołkowska, Piesza, 30",20.9316046,52.050374
"Poland, 96-321, Żabia Wola, Przejazdowa, 14",20.691976,52.0335076
"Poland, 05-831, Młochów, Al. Kasztanowa, 6",20.7856979,52.0625124
"Poland, 96-315, Wiskitki, Guzowska, 15",20.3710622,52.0892834
"Poland, 05-090, Raszyn, Emaliowa, 11",20.9287556,52.1670872
"Poland, 02-495, Warszawa, Kazimierza Gierdziejewskiego, 7",20.8733295,52.203242
"Poland, 05-825, Adamowizna, Niedźwiedzia, 13",20.62381,52.0771
"Poland, 05-831, Młochów, Ks.Bronisława Markiewicza, 5",20.7841124,52.0479758
"Poland, 05-500 , Piaseczno, Wojska Polskiego, 13",21.21466085,51.973466450000004
"Poland, 00-507, Warszawa, Bokserska, 25",21.005262640124798,52.1675295
"Poland, 05-830, Rusiec, Osiedlowa, 6",20.80045209821681,52.065480550000004
"Poland, 05-830, Wolica, Długa, 32",20.855603388671874,52.1204375
"Poland, 00-021, Warszawa, Chmielna, 10",21.0171784,52.2332101
"Poland, 05-830, Nadarzyn, Komorowska, 8",20.81615,52.098776
"Poland, 00-215, Warszawa, Dolańskiego, 12",21.0013339,52.2534787
"Poland, 05-825, Grodzisk Mazowiecki, Kresowa, 8",20.61119080092335,52.101791
"Poland, 05-800, Pruszków, Kraszewskiego, 29",20.808448,52.1630353
"Poland, 02-235, Warszawa, Równoległa, 8",20.9413356,52.1983239
"Poland, 05-825, Grodzisk Mazowiecki, Bałtycka, 23",20.61752504081699,52.1048568
"Poland, 05-501, Piaseczno, Norwida, 7",20.9973767,52.062025
"Poland, 02-822, Warszawa, Poleczki, 13",21.011205533449946,52.15343215
"Poland, 05-830, Nadarzyn, Błońska, 9",20.80416555417957,52.093923000000004
"Poland, 96-300, Żyrardów, Jaktorowska, 32",20.45602,52.05135
"Poland, 05-830, Wolica, Zielona, 18",20.84837985,52.121402
"Poland, 05-850, Ożarów Mazowiecki, Nadbrzeżna, 20",20.798105869551282,52.2169536
"Poland, 05-840, Brwinów, Moszna Parcela, 14",20.7468103,52.1760194
"Poland, 02-164, Warszawa, Canaletta, 33",21.0076322,52.2429935
"Poland, 05-830, Stara Wieś, Sygietyńskich, 6",20.76308597341721,52.081055
"Poland, 00-535, Warszawa, Bolesława Prusa, 31",21.025427,52.2277501
"Poland, 05-830, Nadarzyn, Bukowa, 15",20.797876764567363,52.106405
"Poland, 05-090, Wypędy, Kwietniowa, 10",20.885977867153837,52.137404950000004
"Poland, 02-196 , Warszawa, Popas, 28",20.93836,52.1609502
"Poland, 05-555, Kotorydz, Piaseczyńska, 27",20.8736082,51.9933337
"Poland, 02-261, Warszawa, Robotnicza, 23",20.947177720493304,52.18187595
"Poland, 05-825, Grodzisk Mazowiecki, Rusałki, 24",20.6476116,52.1133695
"Poland, 05-540, Zalesie Górne, Młodych Wilcząt, 20",21.038547479913916,52.028028
"Poland, 05-831, Rozalin, Kawalerska, 28",20.7505381,52.0531158
"Poland, 05-830, Wolica, Centralna, 30",20.863047922661465,52.119830699999994
"Poland, 01-014, Warszawa, Żytnia, 13",20.981682,52.2395554
"Poland, 02-025, Warszawa, Plac Zawiszy, 5",20.988696853692957,52.224788849999996
"Poland, 05-502, Gołków, Pułku 4 Ułanów, 18",20.989012,52.0486918
"Poland, 96-300, Żyrardów, Kasztanowa, 32",20.4521,52.06089
"Poland, 05-805, Otrębusy, Świerkowa, 21",20.7561541,52.1200016
"Poland, 02-665, Warszawa, Al. Wilanowska, 21",21.0216614,52.1791462
"Poland, 05-503, Antoninów, Masztowa, 20",,
"Poland, 00-728, Warszawa, Bobrowiecka, 11",21.04536640974238,52.20165455
"Poland, 05-830, Kajetany, Rolna, 6",20.8181421,52.0901495
"Poland, 05-500, Nowa Iwiczna, Krasickiego, 29",21.00442600141132,52.09081005
"Poland, 05-502, Gołków, Gołkowska, 19",20.98873657398098,52.048660850000005
"Poland, 05-825, Kozerki, Wenus, 23",20.59084,52.09186
"Poland, 05-831, Rozalin, Młochowska, 25",20.7309781,52.0524129
"Poland, 05-822, Milanówek, Konopnickiej, 26",20.6959565,52.1235386
"Poland, 05-090, Sękocin Stary, Logistyczna, 17",20.8854245,52.1141741
"Poland, 05-830, Urzut, Jesienna, 12",,
"Poland, 02-182, Warszawa, Ruchliwa, 27",20.9473429,52.175126
"Poland, 05-540, Zalesie Górne, Szmaragdowych Żuków, 18",21.05199467620482,52.017129999999995
"Poland, 05-552, Mroków, M. Świątkiewicz, 27",,
"Poland, 05-090, Raszyn, Jaworskiego, 30",20.9184557,52.1604617
"Poland, 05-825, Natolin, Chemiczna, 25",20.6160696,52.132186
"Poland, 02-507, Warszawa, Gniewkowska, 27",20.9442643,52.219843
"Poland, 05-816, Piastów, Wysockiego, 31",20.840264,52.1900963
"Poland, 05-825, Grodzisk Mazowiecki, Kilińskiego, 21",20.62562934983699,52.10784545
"Poland, 05-504, Henryków-Urocze, Polna, 30",20.929619,51.9949396
"Poland, 05-850 , Ołtarzew, Ceramiczna, 20",20.7663,52.20235
"Poland, 05-825, Natolin, Natolin, 20",21.599937016779847,52.19355845
"Poland, 05-825, Grodzisk Mazowiecki, Słowackiego, 32",20.632528649999998,52.1161266
"Poland, 05-504, Runów, Runowska, 11",20.908857,52.0114465
"Poland, 05-825, Grodzisk Mazowiecki, Żeromskiego, 21",20.6174146,52.1114756
"Poland, 05-840, Brwinów, Dworska, 17",20.7127953,52.1436199
"Poland, 05-850, Ożarów Mazowiecki, Strzykulska, 23",20.8129317,52.2209069
"Poland, 02-661, Warszawa, Wita Stwosza, 15",21.0187922412709,52.1754267
"Poland, 02-691, Warszawa, Obrzeżna, 24",21.00128328106836,52.174715000000006
"Poland, 96-315, Wiskitki, Kulinarna, 8",20.401051,52.0930053
"Poland, 96-321, Jastrzębnik, Cicha, 26",,
"Poland, 05-830, Nadarzyn, Zarzewie, 26",20.8070321,52.087857
"Poland, 05-840, Brwinów, Peronowa, 22",20.7217068,52.1413521
"Poland, 05-830, Nadarzyn, Wiśniowa, 13",20.794032056306307,52.097681
"Poland, 02-445, Warszawa, Parowcowa, 25",20.91698485666219,52.2127657
"Poland, 05-090, Raszyn, Al.Hrabska, 22",20.9237264,52.1370247
"Poland, 05-552, Wólka Kosowska, Marii Świątkiewicz, 34",20.8542275,52.0574605
"Poland, 02-867, Warszawa, Baletowa, 17",21.009499543142145,52.1230276
"Poland, 00-844, Warszawa, Grzybowska, 10",21.000331648433857,52.2378025
"Poland, 96-321, Lisówek, Iglasta, 18",20.7114756,52.0002919
"Poland, 05-500, Stara Iwiczna, Mleczarska, 14",21.0139183,52.0858235
"Poland, 05-532, Baniocha, Łubna, 17",,
"Poland, 05-500 , Piaseczno, Żeglińskiego, 7",21.040626118962642,52.07903195
"Poland, 05-825, Grodzisk Mazowiecki, Transportowa, 23",20.6230326,52.1199453
"Poland, 05-825, Kozerki, Jowisza, 31",20.586,52.08702
"Poland, 02-220, Warszawa, Łopuszańska, 9",20.9558176,52.1904869
"Poland, 05-830, Walendów, Słonecznej Polany, 19",20.840566808333335,52.095397000000006
"Poland, 05-825, Grodzisk Mazowiecki, Plac Wolności, 16",20.62235437547242,52.10466855
"Poland, 05-830, Kajetany, Orla, 34",20.8229603,52.0819609
"Poland, 05-825, Grodzisk Mazowiecki, Obrońców Getta, 5",20.6210072,52.1055189
"Poland, 05-830, Urzut, Malownicza, 10",20.75263480301252,52.069901
