address,longitude,latitude
"Poland, 05-090, Raszyn, Drukarska, 15",20.9503711,52.1464601
"Poland, 02-785, Warszawa, Surowieckiego, 6",21.019382512696225,52.16024415
"Poland, 05-840, Brwinów, Armii Krajowej, 18",20.7143203,52.144495
"Poland, 96-320, Mszczonów, Tarczyńska, 20",20.5654791,51.9724965
"Poland, 05-090, Sękocin Stary, ul. Mszczonowska, 10",,
"Poland, 02-273 , Warszawa, Muszkieterów, 15",20.93729214402842,52.178756
"Poland, 02-676, Warszawa, Suwak, 12",20.9897532,52.1811889
"Poland, 00-722, Warszawa, Podchorążych, 28",21.0449471,52.2085527
"Poland, 05-825, Grodzisk Mazowiecki, Orzeszkowej, 17",20.63765746042436,52.11055825
"Poland, 96-316, Henryszew, ul. Reymonta, 10",,
"Poland, 05-500, Piaseczno, Al.Jana Pawła II, 20",,
"Poland, 02-784, Warszawa, Dembowskiego, 17",21.030867127108927,52.150951750000004
"Poland, 05-825, Grodzisk Mazowiecki, E. Orzeszkowej, 17",,
"Poland, 96-300, Żyrardów, Dittricha, 23",20.4336185,52.0571461
"Poland, 01-703, Warszawa, Gąbińska, 34",20.9597305,52.2714946
"Poland, 05-520, Bielawa, Lipowa, 24",21.11709566710883,52.10470085
"Poland, 02-785, Warszawa, Puszczyka, 29",21.0214519,52.1613891
"Poland, 05-090, Wypędy, Zdrojowa, 19",20.879743648819918,52.15205725
"Poland, 05-500 , Piaseczno, Kwiatów Polskich, 18",20.999726101838235,52.07143155
"Poland, 05-532, Baniocha, Solec, 6",,
"Poland, 05-825, Kłudzienko, Kłudzienko, 15",,
"Poland, 05-555, Tarczyn, Pogodna, 21",20.83968354670817,51.9831682
"Poland, 05-830, Nadarzyn, Turystyczna, 12",20.81017,52.09915
"Poland, 05-500, Stara Iwiczna, Nowa, 30",20.994739744794522,52.08520485
"Poland, 96-300, Żyrardów, Sikorskiego, 13",20.43027,52.04971
"Poland, 05-552, Kolonia Warszawska, Aleja Krakowska, 33",,
"Poland, 00-054, Warszawa, Jasna, 17",21.01022286053771,52.23628720000001
"Poland, 05-816, Michałowice, al. Jerozolimskie, 17",20.890666,52.1814337
"Poland, 05-503, Mieszkowo, Malinowa, 8",20.902329989821176,52.0457123
"Poland, 05-825, Grodzisk Mazowiecki, Mokronowskich, 14",,
"Poland, 02-738, Warszawa, Dominikańska, 28",21.036108514113412,52.1760915
"Poland, 05-090, Sękocin Nowy, Leszczynowa, 18",20.899451,52.1234355
"Poland, 02-785, Warszawa, Wiolinowa, 25",21.0268138,52.1605728
"Poland, 96-321, Żelechów, Juliusza Kossaka, 31",20.7307905,52.0230972
"Poland, 02-685, Warszawa, Rodziny Hiszpańskich, 13",21.0060009,52.1806125
"Poland, 05-506, Lesznowola, Salamandry, 10",20.91760786528741,52.101036
"Poland, 02-507, Warszawa, Obywatelska, 17",20.8957411,52.2089218
"Poland, 05-850, Ożarów Mazowiecki, Romana Dmowskiego, 33",20.79518799938948,52.2129176
"Poland, 01-891, Warszawa, Staffa, 7",20.960532478983325,52.27346225
"Poland, 96-300, Żyrardów, Piotra Wysockiego, 7",20.4452217,52.0568278
"Poland, 96-313, Chylice, Wojtkiewicza, 33",20.564846,52.078526
"Poland, 96-325, Tartak Brzózki, Letniskowa, 25",20.5217465,52.0189972
"Poland, 05-850, Jawczyce, Wspólna Droga, 11",20.8522995,52.2080845
"Poland, 05-500 , Piaseczno, Powstańców Warszawy, 13",21.015779675676196,52.07775515
"Poland, 05-825, Grodzisk Mazowiecki, Kopernika, 31",20.6380556,52.1080556
"Poland, 96-316, Stare Budy, ul. Wąska, 28",,
"Poland, 96-300, Żyrardów, Bohaterów Warszawy, 28",20.450511236813476,52.05430815
"Poland, 05-840, Brwinów, Kępińska, 32",20.725584663236198,52.1330622
"Poland, 96-321, Nowa Bukówka, Rumiankowa, 11",20.65829,52.02323
"Poland, 05-500, Józefosław, Wilanowska, 8",21.042935634989753,52.0978193
"Poland, 02-786, Warszawa, W.B.Jastrzębowskiego, 12",,
"Poland, 05-850, Ożarów Mazowiecki, Konotopska, 10",20.8099313,52.2070917
"Poland, 05-540, Zalesie Górne, Środkowa, 18",21.0299785,52.0340994
"Poland, 05-825, Książenice, Al. Brzozowa, 28",,
"Poland, 96-300, Żyrardów, Ludwika Waryńskiego, 22",20.440324584108815,52.0607847
"Poland, 02-285 , Warszawa, Szyszkowa, 30",20.9267549,52.1737021
"Poland, 05-807, Podkowa Leśna, Akacjowa, 25",20.732293622839546,52.1224122
"Poland, , Wymysłów, Katowicka, 29",20.4895426,51.9499195
"Poland, 02-495, Warszawa, Ryżowa, 22",20.911620940518464,52.1974283
"Poland, 96-320 , Mszczonów, Księcia Ziemowita, 27",20.5059679,51.970006
"Poland, 05-504, Henryków-Urocze, Urocza, 33",20.9127778,51.995
"Poland, 05-807, Podkowa Leśna, Brwinowska, 29",20.7216624,52.1257526
"Poland, 00-252, Warszawa, Podwale, 14",21.0106824,52.2480583
"Poland, 05-090, Raszyn, Poniatowskiego, 16",20.927016489622638,52.154699199999996
"Poland, 05-830, Strzeniówka, Kwiatu Paproci, 20",20.7931185,52.1138203
"Poland, 05-840, Brwinów, Moszna, Parcela, 26",,
"Poland, 02-226, Warszawa, Pryzmaty, 19",20.9378286,52.2007384
"Poland, 05-830, Nadarzyn, Jaworowa, 10",20.7963629,52.109198
"Poland, 05-822, Milanówek, Książenicka, 23",20.6770536,52.1136442
"Poland, 05-805, Otrębusy, Krzywa, 12",20.7568855,52.1320835
"Poland, 05-825, Grodzisk Mazowiecki, Plac Króla Zygmunta Starego, 7",20.62158290732994,52.103788800000004
"Poland, 05-800, Pruszków, Promyka, 27",20.79179,52.16946
"Poland, 05-090, Janki, Godebskiego, 10",20.902056880480792,52.12995135
"Poland, 05-500 , Piaseczno, Raszyńska, 18",21.014869263466917,52.0924154
"Poland, , Konotopa, Fiołkowa, 23",20.8499041,52.1978541
"Poland, 05-831, Młochów, Al.Kasztanowa, 5",20.7856979,52.0625124
"Poland, 05-552, Łazy, Wąska, 10",20.876467572849016,52.089479850000004
"Poland, 05-825, Chrzanów Duży, Chrzanów Duży, 5",,
"Poland, 05-825, Grodzisk Mazowiecki, Żwirki i Wigury, 26",20.6189305,52.1065507
"Poland, 05-028, Blizne Łaszczyńskiego, Serwisowa, 14",,
"Poland, 05-806 , Komorów, Marii Dabrowskiej, 25",20.822610884135813,52.14594125
"Poland, 05-800, Pruszków, Parzniewska, 12",20.7603705,52.1692876
"Poland, 05-825, Grodzisk Mazowiecki, 11-Go Listopada, 30",,
"Poland, 96-300, Żyrardów, Al.Partyzantów, 15",20.44429147782185,52.0563218
"Poland, 05-825 , Milanówek, Dworcowa, 28",20.6669898,52.1254935
"Poland, 00-465, Warszawa, 29 Listopada, 6",21.0433766,52.2148827
"Poland, 05-552, Łazy, Kwiatowa, 9",20.86986,52.07768
"Poland, 00-717, Warszawa, Czerniakowska, 28",21.05034850060015,52.20262125
"Poland, 05-090, Sokołów, Wacława, 34",20.8729705,52.1424889
"Poland, 05-825, Grodzisk Mazowiecki, Montwiłła, 6",20.62476,52.09341
"Poland, 05-500, Nowa Wola, Ignacego Krasickiego, 31",20.9589248,52.0956536
"Poland, 05-505, Błonie, Powstańców, 30",20.625792902695444,52.19934765
"Poland, 96-300, Żyrardów, Czysta, 5",20.42588321020156,52.062100400000006
"Poland, 05-500 , Piaseczno, Przesmyckiego, 20",21.044522078735568,52.0802229
"Poland, 96-300, Żyrardów, Janiny Jadwigi Kacperskiej, 16",20.44355,52.06875
"Poland, 05-825 , Milanówek, Literacka, 20",20.666127823831985,52.1279422
"Poland, 05-090, Raszyn, Cienista, 13",20.9200173,52.1523965
"Poland, 05-816, Reguły, Aleje Jerozolimskie, 11",20.8654178,52.1756444
"Poland, 05-500, Żabieniec, Asfaltowa, 21",21.0475332,52.0586597
"Poland, 01-747, Warszawa, Powązkowska, 17",20.9617948,52.2589917
"Poland, 96-321, Wycinki Osowskie, Międzynarodowa, 7",20.6542,52.04198
"Poland, 05-825, Grodzisk Mazowiecki, Marii Konopnickiej, 7",20.645943248903507,52.10536005
"Poland, 05-555, Komorniki, Leśna, 21",20.8538169,51.9775675
"Poland, 05-820, Piastów, Regulska, 32",,
"Poland, 05-830, Kostowiec, Przemysłowa, 7",20.7445117,52.0626782
"Poland, 05-500, Łoziska, Fabryczna, 19",20.99815675699425,52.07838495
"Poland, 05-082, Stare Babice, Kutrzeby, 6",20.8304739,52.2551845
"Poland, 02-674 , Warszawa, Marynarska, 30",20.9990728,52.1787704
"Poland, 05-807, Podkowa Leśna, Gołębia, 9",20.70616,52.12499
"Poland, 05-504, Złotokłos, Andrzeja Boboli, 27",20.9022964,52.0028341
"Poland, 05-552, Łazy, Ks. Kanonika H. Słojewskiego, 24",,
"Poland, 05-552, Stefanowo, Ułanów, 21",20.8862,52.05401
"Poland, 96-321, Grzymek, Spacerowa, 26",20.6259266,52.0212103
"Poland, 05-500, Jazgarzew, Górna, 29",20.9883292,52.0375839
"Poland, 05-090, Falenty Duże, Falencka, 27",,
"Poland, 05-825, Grodzisk Mazowiecki, Szczęsna, 24",20.646535641061455,52.09615235
"Poland, 05-552, Łazy, Wiejska, 11",20.892774847105535,52.08366935
"Poland, 96-300, Żyrardów, Sienkiewicz, 10",,
"Poland, 05-850, Konotopa, Piwna, 9",,
"Poland, 05-830, Nadarzyn, Kalinowa, 19",20.801359533861486,52.104644
"Poland, 00-710, Warszawa, Idzikowskiego, 17",21.031472575368795,52.1883999
"Poland, 05-540, Zalesie Górne, Białej Brzozy, 26",21.030407170464134,52.0269295
"Poland, 96-300, Żyrardów, Ossowskiego, 34",20.4476357,52.0588542
"Poland, 00-204, Warszawa, Słomińskiego, 22",20.9938055,52.2578904
"Poland, 05-807, Kanie, Piłsudskiego, 26",20.772763767519795,52.1345987
"Poland, 96-315, Wiskitki, Oryszew Osada, 10",20.37816,52.11573
"Poland, 96-321, Nowa Bukówka, Skulska, 11",20.6542175,52.0218431
"Poland, 05-500, Józefosław, Działkowa, 5",21.046195818185666,52.11128145
"Poland, 05-552, Łazy, Muzyczna, 12",20.89282087167139,52.07285345
"Poland, 05-500 , Piaseczno, Elektroniczna, 24",21.0324584,52.0819957
"Poland, 05-825, Marynin, Partyzantów AK, 24",20.7004084,52.0703543
"Poland, 05-830, Stara Wieś, Tarniny, 15",20.7690135,52.0919815
"Poland, 05-825, Grodzisk Mazowiecki, Stefana Batorego, 21",20.634094525158876,52.0997263
"Poland, 96-313, Kady, Dragońska, 12",20.6776632,52.1103471
"Poland, 96-321, Żabia Wola, Ślaskiego, 16",20.68825,52.02684
"Poland, 05-831, Młochów, Ks. Bronisława Markiewicza, 17",20.7841124,52.0479758
"Poland, 05-830, Nadarzyn, Sitarskich, 9",20.80865,52.09711
"Poland, 05-840, Brwinów, Józefa Ignacego Kraszewskiego, 20",20.72226832262074,52.13578885
"Poland, 05-850, Koprki, Jaśminowa, 11",20.745938382941027,52.21395995
"Poland, 96-315, Wiskitki, Zagródź, 19",20.40222,52.08699
"Poland, 05-825, Grodzisk Mazowiecki, Zachodnia, 8",20.70983,52.12217
"Poland, 05-830, Urzut, Ekologiczna, 29",20.7527824,52.061581
"Poland, 05-825, Kałęczyn, Okopowa, 32",20.61693,52.08409
"Poland, 05-504, Runów, Solidarności, 23",20.94256,52.00581
"Poland, 04-141, Warszawa, Szaserów, 24",21.101837,52.2470278
"Poland, 05-825, Grodzisk Mazowiecki, Radońska, 21",20.630523099999998,52.09860675
"Poland, 00-739, Warszawa, Stępińska, 29",21.03725697215324,52.2061876
"Poland, 05-825, Grodzisk Mazowiecki, 11 Listopada, 12",20.62242364885691,52.10639635
"Poland, , Tarczyn, Oszkiela, 30",20.8367733,51.9804656
"Poland, 02-147, Warszawa, Paluch, 26",20.9683658,52.151624
"Poland, 05-825, Grodzisk Mazowiecki, R. Traugutta, 5",,
"Poland, 00-043, Warszawa, Czackiego, 9",21.01478409393006,52.2372016
"Poland, 96-321, Osowiec, Przyjaciół, 11",20.6456325,52.0559387
"Poland, , Zalesie Górne, Gościniec Warecki, 8",21.062670047958125,52.018668
"Poland, 05-500 , Piaseczno, ul. Szkolna, 9",,
"Poland, 05-825, Grodzisk Mazowiecki, Chłopickiego, 12",20.648474333529407,52.1047257
"Poland, 05-552, Łazy, Przyszłości, 10",20.8752029,52.0741105
"Poland, 05-555, Suchodół, ul. Słoneczna, 22",,
"Poland, , Raszyn, Projektowana, 27",20.922348104640378,52.163533
"Poland, 96-300, Żyrardów, Marii Nietrzebki, 26",20.4344655,52.0708605
"Poland, 05-820, Piastów, Sułkowskiego, 27",20.8328109740247,52.1891564
"Poland, 05-822, Milanówek, Przeskok, 7",20.667731734112078,52.123909600000005
"Poland, 01-702, Warszawa, Ogólna, 9",20.9631716,52.2724506
"Poland, 05-825, Grodzisk Mazowiecki, Cieszyńska, 30",20.6308854,52.1204433
"Poland, 05-500 , Piaseczno, Stołeczna, 28",21.009433736453587,52.0604319
"Poland, 01-377, Warszawa, Połczyńska, 11",20.9257248,52.2222567
"Poland, 05-807, Owczarnia, Cyprysowa, 15",20.7054735,52.1048207
"Poland, 05-090, Sękocin Las, Wierzbowa, 6",20.8909734,52.1036345
"Poland, 96-300, Żyrardów, Reymonta, 14",20.43977102114281,52.04656095
"Poland, 05-500, Jesówka, Dzikich Gęsi, 17",21.01608563734177,52.039231
"Poland, 05-503, Głosków, Korczunkowa, 25",20.9453216,52.025276
"Poland, 05-831, Rozalin, Przyjazna, 18",20.75385,52.06099
"Poland, 04-141, Warszawa, Garwolińska, 12",21.092598413357898,52.2477959
"Poland, 02-386, Warszawa, Usypiskowa, 10",20.961526320077816,52.20425025
"Poland, 05-500 , Piaseczno, Chyliczkowska, 30",21.038826514305192,52.0761017
"Poland, 05-500 , Piaseczno, Dunikowskiego, 13",21.00846931927702,52.06575435
"Poland, 05-825, Chrzanów Mały, Chrzanów Mały, 29",19.4674795,50.1602392
"Poland, 05-503, Robercin, Podskarbińska, 10",20.92765673539619,52.05962985
"Poland, 05-090, Falenty, Aleja Hrabska, 5",20.92104443646631,52.1397548
"Poland, 02-238, Warszawa, Modularna, 11",20.937428841402816,52.1850113
"Poland, 05-822, Milanówek, Zbigniewa Herberta, 22",20.672834723794317,52.12314235
"Poland, 05-825, Grodzisk Mazowiecki, Żydowska, 12",20.6233803,52.1129548
"Poland, 05-090, Raszyn, Krucza, 26",20.9467676,52.1562512
"Poland, 96-300, Żyrardów, Gdańska, 17",20.43068560140275,52.06404675
"Poland, 05-807, Podkowa Leśna, Sosnowa, 18",20.74248750650134,52.1212951
"Poland, 05-825, Odrano-Wola, Grota Roweckiego, 6",20.63882015800699,52.09539945
"Poland, 05-502, Wólka Kozodawska, Szczęśliwa, 27",21.016122465753426,52.034555
"Poland, 05-506, Lesznowola, Żubra, 17",20.9449263,52.0813628
"Poland, 05-503,  Wola Gołkowska, Gościniec, 12",20.935238703890825,52.049697699999996
"Poland, 96-321, Bieniewiec, Zagrodowa, 30",20.6275184,52.0247125
"Poland, 05-506, Lesznowola, Gminna, 10",20.9346379,52.0906845
"Poland, 05-805, Otrębusy, Piaseckiego, 12",20.7615821,52.1239362
"Poland, 02-863, Warszawa, Jeziorki, 14",21.00102012954545,52.126270399999996
"Poland, 05-825, Grodzisk Mazowiecki, J. Słowackiego, 29",,
"Poland, 05-082, Stare Babice, Józefa Piłsudskiego, 11",20.841364324528545,52.2490782
"Poland, 05-830, Nadarzyn, Kubusia Puchatka, 28",20.7928833,52.0837326
"Poland, 96-313, Budy Zosine, Kaska, 13",20.50963,52.06793
"Poland, 02-495, Warszawa, Żołnierzy 2 Armii Wojska Polskiego, 20",,
"Poland, 05-505, Błonie, Kolejowa, 7",20.60761002126474,52.1869906
"Poland, 05-504, Henryków-Urocze, Społeczna, 12",20.9256897,51.9970176
"Poland, 05-090, Podolszyn Nowy, Wygody, 29",20.9302071,52.1198969
"Poland, 96-313, Jaktorów, Błotna, 6",20.54971976705658,52.087146000000004
"Poland, 05-825, Grodzisk Mazowiecki, Dębowa, 10",20.71178,52.08407
"Poland, 05-850, Duchnice, Duchnicka, 17",20.795367631706387,52.201164250000005
"Poland, 96-317, Guzów, Michała Ogińskiego, 32",20.3292776,52.1290088
"Poland, 05-500 , Piaseczno, Techniczna, 19",21.0374781,52.0794635
"Poland, 96-300, Żyrardów, Łukasińskiego, 9",20.443073112644726,52.05528655
"Poland, 96-325, Krze Duże, Krze Duże, 22",,
"Poland, 96-321, Żabia Wola, Zielonej Żabki, 33",20.6893635,52.0317455
"Poland, 96-300, Żyrardów, Chopina, 17",20.431808746197703,52.05289795
"Poland, 05-850, Macierzysz, Sławęcińska, 34",20.8515248,52.2202505
"Poland, 96-313, Jaktorów Kolonia, Dobra, 33",20.5216956,52.0840295
"Poland, 02-336, Warszawa, Włochowska, 27",20.9434878,52.2133975
"Poland, 05-090, Sękocin Nowy, Handlowa, 7",20.8970997,52.1221279
"Poland, 96-300, Żyrardów, Dekerta, 30",20.444715,52.0531073
"Poland, 05-090, Falenty Nowe, Rozbrat, 25",20.9270571,52.1370889
"Poland, 05-850, Ożarów Mazowiecki, Kręta, 13",20.836208354935295,52.212582600000005
"Poland, 05-090, Falenty Nowe, Droga Hrabska, 30",20.930416907449946,52.13946595
"Poland, 05-850, Ożarów Mazowiecki, Gen. Henryka Dąbrowskiego, 31",20.798325642440112,52.21793555
"Poland, 05-090, Janki, Sezamkowa, 13",20.8965019,52.1319196
"Poland, 05-800, Pruszków, Magazynowa, 25",20.7683951,52.1607094
"Poland, 05-830, Stara Wieś, Głogowa, 33",20.7737569,52.0914261
"Poland, 96-320 , Mszczonów, Ługowa, 28",20.527447734372366,51.96997545
"Poland, 05-825, Czarny Las, Cisowa, 15",20.58729,52.06717
"Poland, 05-090, Falenty Nowe, Magiczna, 21",20.9324392,52.1295162
"Poland, 05-506, Magdalenka, Modrzewiowa, 29",20.90546241573852,52.0967912
"Poland, 05-500 , Piaseczno, Opalowa, 14",21.0299818,52.0950866
"Poland, 05-090, Raszyn-Rybie, NA SKRAJU, 29",,
"Poland, 05-500 , Piaseczno, Wschodnia, 33",20.92765008453337,51.999232199999994
"Poland, 05-090, Falenty Nowe, Willowa, 8",20.93464,52.13475
"Poland, 05-830, Nadarzyn, Księżycowa, 8",20.8182897,52.1050497
"Poland, 05-825, Kozery, gen. Gustawa Orlicz-Dreszera, 34",20.6024053,52.0976075
"Poland, 05-825, Grodzisk Mazowiecki, Lutniana, 11",20.632155248498172,52.1060262
"Poland, 05-831, Rozalin, Daniewice, 10",20.7494445,52.0588889
"Poland, 05-825, Grodzisk Mazowiecki, Piaskowa, 27",20.647045152368584,52.1011352
"Poland, 96-315, Cyganka, Francuska, 17",20.3680737,52.0963088
"Poland, 96-313, Jaktorów, Generała Skokowskiego, 27",20.5431034,52.0852329
"Poland, 05-850, Konotopa, Rajdowa, 29",20.82172,52.19826
"Poland, 05-090, Janki, Majowa, 28",,
"Poland, 02-781, Warszawa, Roentgena, 9",21.0283419,52.1447454
"Poland, 05-805, Kanie, Zawilcowa, 25",20.7922643,52.1236203
"Poland, 05-800, Pruszków, Niska, 13",20.82332,52.17153
"Poland, 05-830, Strzeniówka, Dzikiej Róży, 6",20.7982,52.119
"Poland, 05-500, Nowa Iwiczna, Kielecka, 25",20.99315023162694,52.0856053
"Poland, 02-784, Warszawa, Herbsta, 31",21.0268168,52.1512861
"Poland, 05-500 , Piaseczno, Sierakowskiego, 28",21.0281664,52.0729922
"Poland, 05-500 , Piaseczno, Zgoda, 29",21.0296488,52.073788
"Poland, 05-825, Grodzisk Mazowiecki, Kłudno Stare, 19",20.597408148916806,52.151570050000004
"Poland, 05-806, Pęcice, Piachy, 28",20.8490973,52.1484599
"Poland, 03-242, Warszawa, Kondratowicza, 24",21.037781,52.2950226
"Poland, 05-500 , Piaseczno, Plac Piłsudskiego, 22",21.0281957,52.0749116
"Poland, 05-830, Stara Wieś, Miłosna, 22",20.7811505,52.0792376
"Poland, 05-816, Opacz Kolonia, Spisaka, 33",20.88418338788655,52.18727215
"Poland, 05-825, Kałęczyn, Przesmyk, 29",20.6137613,52.0906861
"Poland, 05-830, Wolica, Przyleśna, 24",,
"Poland, 05-831, Krakowiany, Młynowa, 25",20.7759472,52.0187148
"Poland, 05-800, Pruszków, Ołówkowa, 29",20.79436144630664,52.1626087
"Poland, 05-830, Wolica, Przerąbkowska, 24",20.8692758,52.1249435
"Poland, 05-800, Pruszków, al. Wojska Polskiego, 30",20.802121667514022,52.161360200000004
"Poland, 96-321, Józefina, Gałązki, 27",20.6650291,52.0286666
"Poland, 05-825, Opypy, Piwoniowa, 5",20.65669,52.07877
"Poland, 05-831, Rozalin, Rukoli, 32",20.7410073,52.055235
"Poland, 05-830, Kostowiec, Dymman, 20",20.7376598,52.0593006
"Poland, 02-290, Warszawa, Dzwonkowa, 25",20.92762100967996,52.17563345
"Poland, 96-313, Jaktorów Kolonia, Kleeberga, 32",20.52168220087094,52.08749055
"Poland, 00-252, Warszawa, Górczewska, 8",20.969465263947004,52.23718395
"Poland, 05-090, Raszyn, Gałczyńskiego, 32",20.9284328,52.1639708
"Poland, 05-830, Stara Wieś, Bajkowa, 12",20.78793974608725,52.083512999999996
"Poland, 05-090, Janki, Wichrowa, 26",20.8856646,52.1315605
"Poland, 96-300, Żyrardów, Polskiej Organizacji Wojskowej, 8",20.446871,52.05244
"Poland, 05-090, Rybie, 19 kwietnia, 8",20.952597209209266,52.15491
"Poland, 05-090, Raszyn, Puchały, Centralna, 23",20.899835613534044,52.149990349999996
"Poland, 05-500 , Piaseczno, Kazimierza Jarząbka, 16",21.009319618467828,52.0783385
"Poland, 05-825, Opypy, Gilewicza, 34",20.679471101384017,52.096622499999995
"Poland, 96-320 , Mszczonów, 3-go Maja, 21",,
"Poland, 05-830, Urzut, Sosenki, 19",20.7414473,52.069964
"Poland, 05-090, Raszyn, Mieszka I, 11",20.9290846243464,52.153635449999996
"Poland, 05-500 , Piaseczno, Syrenki, 6",21.0213691,52.0840698
"Poland, 05-090, Raszyn, Pastelowa, 16",20.93056153444882,52.160712149999995
"Poland, 96-300, Krzyżówka, Wypoczynkowa, 24",20.4693,51.9941
"Poland, 05-807, Żółwin, Wiktorii, 32",20.7348843,52.0990101
"Poland, 96-313, Jaktorów, Pomorska, 23",20.549436103376422,52.088950499999996
"Poland, 96-300, Żyrardów, Legionów Polskich, 28",20.43323,52.05127
"Poland, 05-502, Gołków, Łąkowa, 18",20.9921218,52.046199
"Poland, 05-825, Odrano-Wola, Liściasta, 28",20.6275134,52.0825838
"Poland, 05-825, Kozery, Gruntowa, 13",20.59065,52.0976
"Poland, 02-830, Warszawa, Mazura, 14",21.007746893850804,52.14121965
"Poland, 96-321, Kaleń, Brzoskwiniowa, 34",20.6899499,52.0143951
"Poland, 05-800, Pruszków, Pańska, 24",20.80522,52.17803
"Poland, 96-316 , Międzyborów, Partyzantów, 10",20.482939135492806,52.0620407
"Poland, 05-830, Wolica, Złotego Kłosa, 10",20.8575027,52.1190855
"Poland, 05-840, Brwinów, Świętego Tomasza, 18",20.7614388,52.1641925
"Poland, 05-830, Kajetany, Karola Łoniewskiego, 16",20.8247714,52.0879005
"Poland, 05-500 , Piaseczno, Herberta, 14",20.999751686368327,52.066651
"Poland, 96-300, Żyrardów, Józefa Mireckiego, 6",20.445377611975964,52.05723915
"Poland, 05-082, Stare Babice, Ogrodnicza, 31",20.8430341,52.2386626
"Poland, 05-825, Grodzisk Mazowiecki, Grunwaldzka, 19",20.620709803307342,52.102794599999996
"Poland, 05-840, Brwinów, Obwodnica, 9",20.7413143,52.1323485
"Poland, 05-825, Grodzisk Mazowiecki, Na Laski, 22",20.6573488,52.1006308
"Poland, 05-825, Chrzanów Mały, Pączkowa, 30",20.6260428,52.1398025
"Poland, 05-831, Wola Krakowiańska, Jastrzębska, 32",20.80115668446038,52.02834785
"Poland, 02-777, Warszawa, Cynamonowa, 8",21.0477803,52.15115
"Poland, 02-445, Warszawa, Potrzebna, 33",20.919092695416317,52.209876949999995
